x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_group__groupe_periode,period_value__valeur_periode,province__province,year__annee,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_min__temp_min,temp_min_units__temp_min_unites,temp_max__temp_max,temp_max_units__temp_max_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-76.5,64.2,64.2,-76.5,2400636.2015,2400636,Annual,Ann,NU,2015,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-76.5,64.2,64.2,-76.5,2400636.2016,2400636,Annual,Ann,NU,2016,-7.3,C,-9.9,C,-4.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-76.5,64.2,64.2,-76.5,2400636.2017,2400636,Annual,Ann,NU,2017,-7.2,C,-9.9,C,-4.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-76.5,64.2,64.2,-76.5,2400636.2018,2400636,Annual,Ann,NU,2018,-8.9,C,-11.6,C,-6.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-76.5,64.2,64.2,-76.5,2400636.2019,2400636,Annual,Ann,NU,2019,-6.4,C,-9,C,-3.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1990,2400650,Annual,Ann,NU,1990,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1991,2400650,Annual,Ann,NU,1991,-11.7,C,-14.6,C,-8.8,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1992,2400650,Annual,Ann,NU,1992,-13.1,C,-15.4,C,-10.6,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1993,2400650,Annual,Ann,NU,1993,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1994,2400650,Annual,Ann,NU,1994,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
